State,Agency type,Agency name,Race,Religion,"Sexual
orientation",Ethnicity,Disability,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
Alabama,Total,,3,2,0,1,0,,,,,
Alabama,Cities,,3,2,0,1,0,,,,,
Alabama,,Hoover,3,2,0,1,0,2,3,1,0,"82,332"
Alaska,Total,,5,1,0,0,0,,,,,
Alaska,Cities,,5,1,0,0,0,,,,,
Alaska,,Anchorage,5,1,0,0,0,0,4,1,1,"299,143"
Arizona,Total,,75,25,43,32,1,,,,,
Arizona,Cities,,71,23,42,30,1,,,,,
Arizona,,Apache Junction,1,0,0,0,0,0,0,1,0,"36,986"
Arizona,,Coolidge,1,0,0,0,0,0,,0,1,"12,206"
Arizona,,Flagstaff,1,2,2,0,0,0,2,0,3,"66,633"
Arizona,,Gilbert,2,0,0,0,0,0,1,0,1,"214,264"
Arizona,,Glendale,2,2,2,2,0,1,,4,3,"232,997"
Arizona,,Maricopa,1,0,1,1,0,2,1,0,0,"44,881"
Arizona,,Mesa,0,2,0,0,0,,,0,2,"451,391"
Arizona,,Paradise Valley,0,1,0,0,0,1,,0,0,"13,177"
Arizona,,Phoenix,59,8,32,22,0,47,,39,35,"1,485,509"
Arizona,,Prescott Valley,0,0,1,0,0,1,,0,0,"39,407"
Arizona,,Scottsdale,1,2,0,0,0,,,1,2,"223,432"
Arizona,,Show Low,0,0,0,1,0,0,0,1,0,"10,773"
Arizona,,Tempe,1,2,2,0,0,0,,3,2,"166,061"
Arizona,,Tucson,2,4,2,2,0,,,4,6,"531,535"
Arizona,,Willcox,0,0,0,0,1,1,0,0,0,"3,837"
Arizona,,Yuma,0,0,0,2,0,1,,1,0,"95,568"
Arizona,Universities and Colleges,,1,1,1,1,0,,,,,
Arizona,,"Arizona State University, Main Campus",0,0,1,1,0,0,0,2,0,"72,254"
Arizona,,University of Arizona,1,1,0,0,0,0,1,1,0,"39,236"
Arizona,Metropolitan Counties,,2,1,0,1,0,, ,,,
Arizona,,Maricopa,2,0,0,0,0,1,,1,0,
Arizona,,Mohave,0,1,0,0,0,0,0,1,0,
Arizona,,Pima,0,0,0,1,0,,1,,0,
Arizona,Other Agencies,,1,0,0,0,0,,,,,
Arizona,,Tucson Airport Authority,1,0,0,0,0,1,,0,0,
Arkansas,Total,,11,3,13,2,1,,,,,
Arkansas,Cities,,9,3,12,1,1,,,,,
Arkansas,,Benton,0,0,1,0,0,0,0,1,0,"31,486"
Arkansas,,Bentonville,0,2,0,0,0,2,0,0,0,"36,433"
Arkansas,,Bryant,1,0,0,0,0,0,0,0,1,"17,129"
Arkansas,,Fort Smith,0,0,1,0,0,0,0,1,0,"87,483"
Arkansas,,Jonesboro,1,0,0,0,0,0,1,0,0,"68,807"
Arkansas,,McGehee,1,0,0,0,0,1,0,0,0,"4,157"
Arkansas,,Newport,1,0,0,0,0,0,1,0,0,"7,862"
Arkansas,,Ola,1,0,0,0,0,1,0,0,0,"1,276"
Arkansas,,Paragould,1,0,0,0,0,1,0,0,0,"26,602"
Arkansas,,Pine Bluff,0,1,1,0,0,0,0,2,0,"48,522"
Arkansas,,Rogers,0,0,1,0,0,1,0,0,0,"57,757"
Arkansas,,Sherwood,2,0,7,0,0,5,2,1,1,"29,914"
Arkansas,,Springdale,1,0,1,1,1,2,0,0,2,"71,668"
Arkansas,Universities and Colleges,,1,0,1,0,0,,,,,
Arkansas,,University of Arkansas:,,,,,,,,,,
Arkansas,,Fayetteville,1,0,0,0,0,0,0,0,1,"23,199"
Arkansas,,Little Rock,0,0,1,0,0,0,0,0,1,"13,068"
Arkansas,Metropolitan Counties,,1,0,0,0,0,,,,,
Arkansas,,Pulaski,1,0,0,0,0,0,0,0,1,
Arkansas,Nonmetropolitan Counties,,0,0,0,1,0,,,,, 
Arkansas,,Independence,0,0,0,1,0,1,0,0,0,
California,Total, ,379,144,234,151,2,,,,,
California,Cities,,296,123,203,114,1,,,,,
California,,Adelanto,1,0,0,0,0,0,0,1,0,"32,520"
California,,Agoura Hills,1,2,1,0,0,0,1,3,0,"20,667"
California,,Aliso Viejo,0,1,0,0,0,0,0,1,0,"48,999"
California,,Anaheim,0,0,1,0,0,0,0,0,1,"344,526"
California,,Antioch,2,0,2,0,0,0,2,1,1,"105,009"
California,,Apple Valley,0,0,0,2,0,0,0,0,2,"70,823"
California,,Arcata,1,0,0,0,0,0,1,0,0,"17,408"
California,,Atascadero,0,0,1,0,0,0,1,0,0,"28,825"
California,,Azusa,3,0,0,0,0,1,0,1,1,"47,111"
California,,Bakersfield,2,0,2,0,0,0,0,3,1,"355,696"
California,,Bellflower,0,0,1,0,0,0,0,0,1,"77,886"
California,,Benicia,0,0,1,0,0,1,0,0,0,"27,459"
California,,Berkeley,3,2,1,2,0,1,1,5,1,"114,961"
California,,Beverly Hills,2,2,1,0,0,0,2,2,1,"34,677"
California,,Brentwood,1,0,0,0,0,0,1,0,0,"52,811"
California,,Buena Park,2,0,1,0,0,0,2,1,0,"82,505"
California,,Burbank,1,1,3,4,0,2,5,1,1,"105,057"
California,,Calabasas,0,2,0,0,0,0,1,1,0,"23,442"
California,,Calimesa,0,0,2,0,0,0,0,0,2,"8,136"
California,,Camarillo,0,3,1,0,0,0,0,2,2,"66,506"
California,,Campbell,1,0,0,0,0,1,0,0,0,"40,339"
California,,Capitola,0,0,1,0,0,0,0,1,0,"10,085"
California,,Carson,2,0,0,1,0,0,2,1,0,"93,233"
California,,Cerritos,1,0,0,0,0,0,0,0,1,"49,856"
California,,Chico,1,1,1,2,0,2,0,3,0,"87,090"
California,,Chino,1,0,2,0,0,0,1,1,1,"79,792"
California,,Chino Hills,1,0,0,0,0,0,0,1,0,"76,632"
California,,Chula Vista,2,0,2,0,0,3,1,0,0,"249,830"
California,,Citrus Heights,0,0,1,0,0,0,0,0,1,"85,112"
California,,Claremont,1,0,1,0,0,0,1,1,0,"35,469"
California,,Clearlake,3,1,0,0,0,2,0,2,0,"15,311"
California,,Clovis,0,1,1,0,0,1,0,0,1,"97,828"
California,,Colton,1,0,1,0,0,0,0,2,0,"53,431"
California,,Compton,1,0,0,0,0,0,0,0,1,"98,057"
California,,Concord,0,0,2,0,0,0,1,1,0,"125,205"
California,,Corona,1,0,1,1,0,2,1,0,0,"157,342"
California,,Coronado,0,1,0,0,0,1,0,0,0,"19,345"
California,,Covina,3,0,1,0,0,2,2,0,0,"48,588"
California,,Cudahy,0,0,1,0,0,1,0,0,0,"24,201"
California,,Cupertino,1,2,1,0,0,0,1,1,2,"59,769"
California,,Cypress,1,0,0,0,0,1,0,0,0,"48,976"
California,,Daly City,0,0,0,1,0,0,1,0,0,"103,311"
California,,Dana Point,0,0,0,1,0,0,0,1,0,"34,172"
California,,Davis,1,0,1,3,0,1,2,0,2,"66,628"
California,,Diamond Bar,1,0,0,0,0,1,0,0,0,"56,470"
California,,Downey,1,0,0,0,0,0,1,0,0,"113,628"
California,,Eastvale,3,0,1,0,0,0,1,3,0,"55,439"
California,,El Cajon,0,0,0,1,0,0,0,0,1,"101,864"
California,,El Monte,3,0,2,0,0,2,1,0,2,"115,356"
California,,Encinitas,0,0,0,1,0,0,0,1,0,"60,960"
California,,Escondido,9,0,0,1,0,6,0,2,2,"147,386"
California,,Eureka,2,1,0,0,0,1,0,1,1,"27,469"
California,,Fountain Valley,0,0,1,0,0,1,0,0,0,"56,674"
California,,Fowler,1,0,0,0,0,1,0,0,0,"5,698"
California,,Fresno,4,0,2,2,0,2,2,2,2,"506,011"
California,,Fullerton,0,0,1,0,0,0,0,0,1,"138,455"
California,,Gardena,1,0,0,0,0,0,1,0,0,"59,802"
California,,Garden Grove,0,1,1,0,0,1,1,0,0,"175,079"
California,,Gilroy,0,0,0,1,0,1,0,0,0,"50,042"
California,,Glendale,1,0,0,0,0,0,0,0,1,"194,902"
California,,Greenfield,1,0,0,0,0,1,0,0,0,"16,765"
California,,Hanford,1,0,0,0,0,0,0,0,1,"54,787"
California,,Hawaiian Gardens,2,0,0,0,0,1,0,0,1,"14,493"
California,,Hawthorne,2,0,0,0,0,1,0,1,0,"85,692"
California,,Hayward,2,1,1,0,0,1,1,2,0,"147,424"
California,,Hemet,2,0,0,0,0,1,0,1,0,"81,213"
California,,Hercules,0,0,1,0,0,0,1,0,0,"24,682"
California,,Hermosa Beach,1,0,0,0,0,0,0,1,0,"19,830"
California,,Hesperia,1,0,0,0,0,0,1,0,0,"92,383"
California,,Highland,1,0,0,0,0,0,0,1,0,"54,403"
California,,Hughson,0,1,0,0,0,0,0,0,1,"6,754"
California,,Huntington Beach,4,2,2,2,0,3,0,2,5,"194,677"
California,,Inglewood,0,0,1,0,0,0,0,1,0,"111,488"
California,,Irvine,0,2,0,1,0,2,0,0,1,"217,528"
California,,Laguna Beach,0,0,1,0,0,0,0,1,0,"23,283"
California,,Laguna Hills,0,0,0,1,0,1,0,0,0,"31,090"
California,,La Habra,0,0,1,0,0,0,0,1,0,"61,731"
California,,Lake Elsinore,0,0,1,0,0,1,0,0,0,"53,912"
California,,Lake Forest,0,0,0,1,0,0,0,1,0,"79,166"
California,,Lakewood,3,0,0,0,0,1,0,2,0,"81,382"
California,,La Mesa,1,0,1,0,0,1,0,1,0,"58,444"
California,,La Mirada,0,0,0,1,0,1,0,0,0,"49,312"
California,,Lancaster,4,2,0,1,0,1,5,1,0,"159,155"
California,,La Quinta,0,0,1,0,0,1,0,0,0,"38,690"
California,,Lawndale,1,0,0,0,0,0,0,1,0,"33,312"
California,,Lemon Grove,1,0,1,0,0,0,2,0,0,"25,932"
California,,Livermore,1,1,0,1,0,2,1,0,0,"82,800"
California,,Livingston,0,0,1,0,0,0,0,1,0,"13,394"
California,,Lodi,2,0,1,0,0,1,1,1,0,"63,718"
California,,Lomita,2,0,0,0,0,0,0,1,1,"20,591"
California,,Long Beach,1,2,1,0,0,0,2,1,1,"469,893"
California,,Los Angeles,41,25,41,17,0,23,33,34,34,"3,855,122"
California,,Los Gatos,0,0,1,0,0,0,0,0,1,"30,161"
California,,Lynwood,1,0,0,0,0,1,0,0,0,"70,908"
California,,Mammoth Lakes,0,0,0,1,0,0,1,0,0,"8,373"
California,,Marysville,0,0,0,1,0,0,0,1,0,"12,254"
California,,Merced,0,0,1,0,0,1,0,0,0,"80,976"
California,,Milpitas,0,0,0,1,0,0,1,0,0,"68,433"
California,,Modesto,3,0,1,0,1,2,1,0,2,"204,631"
California,,Monrovia,1,1,0,0,0,0,0,2,0,"37,199"
California,,Montclair,0,0,2,1,0,0,1,1,1,"37,556"
California,,Monterey Park,1,0,1,0,0,0,1,1,0,"61,270"
California,,Moreno Valley,1,0,0,0,0,0,0,0,1,"199,673"
California,,Murrieta,0,1,1,0,0,0,0,1,1,"106,839"
California,,Napa,0,0,0,1,0,0,0,1,0,"78,589"
California,,National City,1,0,0,1,0,0,0,0,2,"59,920"
California,,Newark,0,2,2,1,0,0,2,3,0,"43,539"
California,,Newport Beach,0,5,1,1,0,0,1,4,2,"87,286"
California,,Norwalk,1,0,1,0,0,0,2,0,0,"107,295"
California,,Novato,1,0,0,1,0,1,0,1,0,"52,942"
California,,Oakland,5,1,5,0,0,2,6,3,0,"399,487"
California,,Oceanside,6,0,1,2,0,4,3,2,0,"171,141"
California,,Ontario,1,0,0,1,0,1,0,0,1,"167,933"
California,,Orange,1,0,0,0,0,0,0,0,1,"139,692"
California,,Orland,0,0,0,1,0,1,0,0,0,"7,361"
California,,Oxnard,3,0,1,0,0,0,1,1,2,"201,797"
California,,Pacifica,1,2,0,0,0,0,1,2,0,"38,041"
California,,Palmdale,10,1,3,3,0,7,5,5,0,"155,294"
California,,Palm Desert,1,0,0,0,0,1,0,0,0,"50,021"
California,,Palm Springs,0,3,2,1,0,4,2,0,0,"45,996"
California,,Palo Alto,2,2,0,0,0,0,3,0,1,"66,019"
California,,Paradise,1,0,0,0,0,0,1,0,0,"26,492"
California,,Paramount,3,0,0,1,0,2,1,0,1,"54,997"
California,,Parlier,0,0,1,0,0,0,0,1,0,"14,828"
California,,Pasadena,1,1,0,0,0,0,1,0,1,"139,382"
California,,Paso Robles,0,0,0,1,0,0,0,1,0,"30,344"
California,,Pico Rivera,0,0,1,0,0,0,0,0,1,"63,988"
California,,Pinole,0,1,0,0,0,1,0,0,0,"18,864"
California,,Pittsburg,1,0,0,0,0,0,1,0,0,"64,890"
California,,Placerville,1,0,0,0,0,0,1,0,0,"10,479"
California,,Pomona,1,1,2,0,0,0,2,1,1,"151,511"
California,,Poway,0,1,0,0,0,0,1,0,0,"48,968"
California,,Rancho Palos Verdes,1,0,0,0,0,1,0,0,0,"42,335"
California,,Rancho Santa Margarita,0,1,0,0,0,0,0,0,1,"49,038"
California,,Redding,9,0,1,4,0,2,3,6,3,"90,974"
California,,Redlands,1,0,0,0,0,0,0,1,0,"70,399"
California,,Redondo Beach,2,2,1,1,0,1,3,0,2,"67,856"
California,,Redwood City,0,0,0,1,0,0,0,0,1,"78,466"
California,,Reedley,0,0,0,1,0,1,0,0,0,"24,747"
California,,Richmond,2,0,0,3,0,4,1,0,0,"106,357"
California,,Riverside,4,5,2,1,0,5,2,3,2,"313,532"
California,,Rosemead,1,0,1,0,0,0,2,0,0,"54,656"
California,,Roseville,0,0,0,1,0,0,0,1,0,"122,896"
California,,Sacramento,2,4,7,3,0,4,5,7,0,"476,557"
California,,San Anselmo,1,0,0,0,0,0,1,0,0,"12,584"
California,,San Bernardino,1,0,0,0,0,0,1,0,0,"214,987"
California,,San Clemente,0,0,1,0,0,0,1,0,0,"65,089"
California,,San Diego,12,7,9,6,0,10,6,8,10,"1,338,477"
California,,San Dimas,1,0,0,0,0,1,0,0,0,"33,923"
California,,San Francisco,8,1,20,6,0,8,9,8,10,"820,363"
California,,San Gabriel,1,0,0,0,0,1,0,0,0,"40,376"
California,,San Jose,3,5,5,2,0,6,2,1,6,"976,459"
California,,San Leandro,3,0,0,0,0,2,0,0,1,"86,869"
California,,San Luis Obispo,0,0,2,2,0,2,2,0,0,"45,947"
California,,San Marcos,1,0,1,0,0,1,0,0,1,"85,810"
California,,San Mateo,1,0,0,0,0,1,0,0,0,"99,303"
California,,San Rafael,1,1,1,0,0,0,1,0,2,"58,854"
California,,Santa Ana,2,0,3,2,0,3,4,0,0,"332,482"
California,,Santa Barbara,0,0,1,0,0,,0,0,1,"89,871"
California,,Santa Clarita,2,2,2,3,0,4,2,2,1,"179,248"
California,,Santa Cruz,2,5,3,0,0,2,3,3,2,"60,902"
California,,Santa Maria,1,0,0,0,0,0,1,0,0,"101,207"
California,,Santa Monica,6,2,0,3,0,2,4,4,1,"91,215"
California,,Santa Paula,0,0,1,0,0,0,0,0,1,"29,899"
California,,Santa Rosa,0,0,0,1,0,1,0,0,0,"170,862"
California,,Saratoga,0,1,0,0,0,0,0,0,1,"30,683"
California,,Scotts Valley,1,0,0,0,0,0,0,0,1,"11,775"
California,,Sierra Madre,0,0,1,0,0,1,0,0,0,"11,098"
California,,Simi Valley,2,1,0,0,0,3,0,0,0,"126,686"
California,,Sonora,1,0,0,0,0,0,1,0,0,"4,911"
California,,South Gate,1,0,0,0,0,0,0,1,0,"95,966"
California,,Stockton,2,0,0,0,0,0,1,0,1,"299,105"
California,,Sunnyvale,2,0,0,1,0,1,1,1,0,"143,606"
California,,Taft,1,0,0,1,0,1,0,0,1,"9,552"
California,,Tehachapi,1,0,0,0,0,1,0,0,0,"14,766"
California,,Temecula,2,1,1,0,0,3,1,0,0,"103,414"
California,,Temple City,1,0,0,0,0,0,0,1,0,"36,148"
California,,Thousand Oaks,2,1,0,0,0,0,2,0,1,"129,171"
California,,Torrance,1,0,1,0,0,1,1,0,0,"147,851"
California,,Tracy,0,0,1,1,0,1,0,0,1,"85,047"
California,,Tulare,0,0,1,0,0,0,0,0,1,"60,848"
California,,Turlock,1,0,0,0,0,0,0,0,1,"69,730"
California,,Ukiah,0,0,1,0,0,0,1,0,0,"16,172"
California,,Union City,0,1,0,0,0,1,0,0,0,"71,089"
California,,Upland,1,0,0,0,0,0,0,1,0,"75,531"
California,,Vallejo,2,0,0,0,0,1,0,0,1,"117,912"
California,,Ventura,1,0,2,0,0,0,2,1,0,"108,511"
California,,Victorville,2,0,0,0,0,0,0,1,1,"118,687"
California,,Villa Park,1,0,0,0,0,0,0,0,1,"5,956"
California,,Visalia,2,0,0,0,0,1,0,1,0,"127,604"
California,,Vista,2,1,0,1,0,0,1,3,0,"96,087"
California,,Walnut Creek,0,1,0,0,0,0,0,0,1,"65,816"
California,,Watsonville,1,0,0,2,0,2,0,0,1,"52,064"
California,,West Covina,4,1,0,1,0,0,1,3,2,"107,861"
California,,West Hollywood,4,0,9,0,0,2,5,2,4,"34,971"
California,,Yorba Linda,0,1,0,0,0,0,0,0,1,"65,820"
California,,Yucaipa,1,0,0,0,0,0,1,0,0,"52,622"
California,Universities and Colleges,,15,7,4,6,1,,,,,
California,,Allan Hancock College,1,0,0,2,0,0,1,0,2,"10,955"
California,,"California State Polytechnic University, Pomona",0,0,1,0,0,0,0,0,1,"21,107"
California,,California State University:,,,,,,,,,,
California,,Dominguez Hills,1,0,0,0,0,0,0,0,1,"14,364"
California,,Fullerton,1,1,1,0,0,1,1,1,0,"36,156"
California,,Long Beach,1,0,0,0,0,0,0,0,1,"34,870"
California,,Northridge,3,0,0,0,0,3,0,0,0,"36,911"
California,,San Jose,0,0,1,1,0,0,0,0,2,"30,236"
California,,San Marcos,0,2,0,0,0,0,0,0,2,"10,276"
California,,Marin Community College,1,0,0,0,0,0,0,1,0,"7,075"
California,,Riverside Community College,1,0,0,0,0,0,0,1,0,"18,395"
California,,San Diego State University,1,0,0,0,0,0,1,0,0,"30,541"
California,,Santa Rosa Junior College,0,0,0,1,1,0,1,1,0,"24,199"
California,,University of California:,,,,,,,,,,
California,,Berkeley,1,1,1,2,0,0,1,2,2,"36,137"
California,,Irvine,1,0,0,0,0,0,0,1,0,"27,189"
California,,Los Angeles,1,0,0,0,0,1,0,0,0,"39,271"
California,,Riverside,1,1,0,0,0,1,1,0,0,"20,900"
California,,San Diego,0,1,0,0,0,1,0,0,0,"28,593"
California,,San Francisco,1,1,0,0,0,0,2,0,0,"3,054"
California,Metropolitan Counties,,48,13,21,28,0,,,,,
California,,Alameda,0,0,0,1,0,0,0,0,1,
California,,Butte,1,0,0,0,0,1,0,0,0,
California,,Contra Costa,1,0,0,0,0,0,1,0,0,  
California,,El Dorado,1,1,2,0,0,1,2,0,1,
California,,Kern,1,0,0,0,0,0,0,0,1,
California,,Los Angeles,12,3,5,7,0,9,5,11,2,
California,,Monterey,1,0,0,0,0,1,0,0,0,
California,,Orange,2,0,0,0,0,0,1,1,0,
California,,Riverside,1,0,2,0,0,0,0,1,2,
California,,Sacramento,12,2,2,4,0,5,7,4,4,
California,,San Bernardino,0,0,1,0,0,1,0,0,0,
California,,San Diego,11,5,1,7,0,3,9,7,5,
California,,Santa Clara,1,0,0,1,0,0,0,1,1,
California,,Santa Cruz,2,1,2,3,0,3,3,2,0,
California,,Solano,0,0,0,1,0,1,0,0,0,
California,,Sonoma,0,0,3,1,0,0,1,3,0,
California,,Stanislaus,1,0,1,0,0,0,1,1,0,
California,,Tulare,0,1,0,0,0,0,1,0,0,
California,,Ventura,1,0,1,2,0,2,0,1,1,
California,,Yuba,0,0,1,1,0,0,0,1,1,
California,Nonmetropolitan Counties,,3,0,2,1,0,,,,,
California,,Amador,0,0,1,1,0,2,0,0,0,
California,,Lake,2,0,1,0,0,1,2,0,0,
California,,Tuolumne,1,0,0,0,0,1,0,0,0,
California,Other Agencies,,17,1,4,2,0,,,,,
California,,"Department of Parks and Recreation, Northern Buttes",0,1,0,0,0,1,0,0,0,
California,,Los Angeles Transportation Services Bureau,9,0,1,1,0,1,4,3,3,
California,,Port of San Diego Harbor,0,0,1,0,0,0,0,0,1,
California,,Santa Clara Transit District,1,0,0,0,0,1,0,0,0,
California,,San Francisco Bay Area Rapid Transit:,,,,,,,,,,
California,,Alameda County,2,0,1,0,0,0,1,2,0,
California,,Contra Costa County,1,0,0,1,0,0,2,0,0,
California,,San Francisco County,3,0,0,0,0,2,1,0,0,
California,,San Mateo County,1,0,0,0,0,0,0,1,0,
California,,Stockton Unified School District,0,0,1,0,0,1,0,0,0,
Colorado,Total,,87,34,33,35,0,,,,,
Colorado,Cities,,74,26,24,29,0,,,,,
Colorado,,Aspen,1,0,0,0,0,0,0,1,0,"6,734"
Colorado,,Aurora,2,0,1,0,0,1,0,1,1,"336,952"
Colorado,,Berthoud,1,0,0,0,0,1,0,0,0,"5,278"
Colorado,,Boulder,0,0,0,1,0,0,1,0,0,"100,257"
Colorado,,Canon City,0,0,2,0,0,0,0,1,1,"16,727"
Colorado,,Centennial,3,0,0,0,0,1,1,1,0,"104,022"
Colorado,,Colorado Springs,8,8,1,1,0,0,5,7,6,"432,287"
Colorado,,Craig,2,1,1,1,0,0,0,5,0,"9,357"
Colorado,,Denver,21,6,12,6,0,11,8,13,13,"628,545"
Colorado,,Durango,2,0,0,0,0,0,1,1,0,"17,305"
Colorado,,Englewood,2,0,0,0,0,0,1,1,0,"31,358"
Colorado,,Fort Collins,2,0,0,0,0,0,0,1,1,"148,792"
Colorado,,Fountain,4,0,0,0,0,0,0,3,1,"26,841"
Colorado,,Frisco,0,0,0,1,0,0,1,0,0,"2,717"
Colorado,,Glendale,2,0,0,1,0,0,0,1,2,"4,493"
Colorado,,Glenwood Springs,2,1,0,0,0,0,0,1,2,"9,727"
Colorado,,Grand Junction,0,0,3,1,0,1,0,3,0,"59,516"
Colorado,,Greeley,4,1,0,1,0,3,1,2,0,"96,276"
Colorado,,Hotchkiss,0,1,0,0,0,,1,0,0,942
Colorado,,Johnstown,1,0,0,0,0,0,0,1,0,"10,259"
Colorado,,Lafayette,2,5,0,1,0,0,1,3,4,"25,209"
Colorado,,La Junta,0,0,0,1,0,0,0,1,0,"7,187"
Colorado,,Lakewood,1,0,1,0,0,0,0,0,2,"146,404"
Colorado,,Littleton,2,0,0,0,0,2,0,0,0,"43,229"
Colorado,,Lone Tree,2,2,0,3,0,1,3,2,1,"88,925"
Colorado,,Longmont,3,1,1,2,0,4,3,0,0,"69,147"
Colorado,,Meeker,0,0,0,1,0,0,0,1,0,"2,554"
Colorado,,Monument,0,0,1,1,0,0,2,0,0,"5,744"
Colorado,,Parker,1,0,0,0,0,0,1,0,0,"47,004"
Colorado,,Pueblo,1,0,0,2,0,2,1,0,0,"109,065"
Colorado,,Sheridan,0,0,0,1,0,0,0,1,0,"5,871"
Colorado,,Steamboat Springs,1,0,0,0,0,0,1,0,0,"12,116"
Colorado,,Sterling,0,0,0,2,0,2,0,0,0,"14,929"
Colorado,,Telluride,0,0,0,1,0,0,1,0,0,"2,401"
Colorado,,Westminster,1,0,0,0,0,0,0,0,1,"109,461"
Colorado,,Wheat Ridge,2,0,1,0,0,1,1,1,0,"30,886"
Colorado,,Windsor,1,0,0,1,0,0,1,1,0,"19,330"
Colorado,Universities and Colleges,,3,0,2,0,0,,,,,
Colorado,,Auraria Higher Education Center,1,0,0,0,0,0,0,0,1,
Colorado,,"Colorado State University, Fort Collins",1,0,2,0,0,0,1,1,1,"30,467"
Colorado,,University of Northern Colorado,1,0,0,0,0,0,0,1,0,"13,038"
Colorado,Metropolitan Counties,,7,7,4,5,0,,,,,
Colorado,,Adams,1,0,0,2,0,0,1,1,1,
Colorado,,Arapahoe,2,3,1,0,0,2,0,4,0,
Colorado,,Jefferson,1,3,1,1,0,3,0,2,1,
Colorado,,Larimer,2,1,2,1,0,3,0,1,2,
Colorado,,Mesa,1,0,0,1,0,1,1,0,0,
Colorado,Nonmetropolitan Counties,,3,1,3,1,0,,,,,
Colorado,,Bent,0,0,1,0,0,0,0,1,0,
Colorado,,Chaffee,0,1,1,0,0,1,1,0,0,
Colorado,,Kit Carson,0,0,0,1,0,0,0,1,0,
Colorado,,Montrose,2,0,0,0,0,0,1,1,0,
Colorado,,Summit,1,0,1,0,0,1,0,1,0,
Connecticut,Total,,65,20,37,25,2,,,,,
Connecticut,Cities,,62,19,32,22,2,,,,,
Connecticut,,Berlin,0,1,0,0,0,0,1,0,0,"19,935"
Connecticut,,Bloomfield,0,0,0,1,0,0,0,1,0,"20,557"
Connecticut,,Bridgeport,2,0,3,1,0,0,2,1,3,"146,030"
Connecticut,,Bristol,1,0,0,0,0,0,1,0,0,"60,688"
Connecticut,,Canton,0,1,0,0,0,0,0,1,0,"10,328"
Connecticut,,Coventry,0,1,1,0,0,1,1,0,0,"12,451"
Connecticut,,Derby,1,0,0,0,0,0,0,0,1,"12,917"
Connecticut,,Enfield,3,1,0,0,0,1,0,1,2,"44,806"
Connecticut,,Glastonbury,1,0,0,0,0,0,0,1,0,"34,547"
Connecticut,,Groton,0,1,0,0,0,0,0,1,0,"10,397"
Connecticut,,Groton Town,0,2,1,0,0,2,0,1,0,"29,231"
Connecticut,,Hamden,0,0,0,1,0,0,0,1,0,"61,032"
Connecticut,,Hartford,0,0,3,1,0,2,1,1,0,"125,203"
Connecticut,,Manchester,10,2,3,1,0,6,4,3,3,"58,444"
Connecticut,,Middletown,2,1,0,1,1,1,2,2,0,"47,878"
Connecticut,,Milford,2,0,0,0,0,0,1,,1,"52,817"
Connecticut,,Naugatuck,1,0,0,0,0,0,0,0,1,"31,896"
Connecticut,,New Britain,0,0,1,0,0,0,0,1,0,"73,458"
Connecticut,,New Canaan,1,0,0,0,0,0,1,0,0,"19,992"
Connecticut,,New Haven,6,0,3,3,0,5,1,4,2,"129,934"
Connecticut,,Newington,1,0,0,0,0,0,1,0,0,"30,668"
Connecticut,,New London,3,0,2,1,0,2,0,3,1,"27,643"
Connecticut,,New Milford,0,0,0,1,0,0,1,0,0,"28,047"
Connecticut,,Newtown,0,0,1,0,0,1,0,0,0,"27,904"
Connecticut,,Norwalk,2,0,0,0,0,0,1,0,1,"86,693"
Connecticut,,Norwich,2,1,2,0,0,3,2,0,0,"40,517"
Connecticut,,Old Saybrook,2,0,0,0,0,0,0,1,1,"10,293"
Connecticut,,Orange,1,0,0,0,0,1,0,0,0,"13,971"
Connecticut,,Seymour,2,0,2,0,0,1,1,1,1,"16,558"
Connecticut,,Shelton,1,0,0,0,0,0,1,0,0,"40,062"
Connecticut,,Simsbury,1,0,0,0,0,0,1,0,0,"23,591"
Connecticut,,Southington,2,0,0,4,0,1,2,1,2,"43,219"
Connecticut,,Stamford,1,0,2,2,1,1,1,2,2,"124,201"
Connecticut,,Stonington,1,0,2,0,0,0,0,2,1,"18,556"
Connecticut,,Stratford,2,1,0,0,0,2,1,0,0,"52,041"
Connecticut,,Torrington,3,3,1,1,0,1,1,3,3,"36,264"
Connecticut,,Wallingford,2,1,3,1,0,2,1,4,0,"45,183"
Connecticut,,Waterbury,2,1,1,2,0,3,0,3,0,"110,486"
Connecticut,,West Hartford,0,1,1,1,0,1,0,1,1,"63,487"
Connecticut,,West Haven,2,0,0,0,0,1,1,0,0,"55,626"
Connecticut,,Windsor,1,0,0,0,0,0,0,0,1,"29,145"
Connecticut,,Windsor Locks,1,0,0,0,0,0,1,0,0,"12,541"
Connecticut,,Wolcott,0,1,0,0,0,0,1,0,0,"16,697"
Connecticut,Universities and Colleges,,1,1,4,1,0,,,,,
Connecticut,,Central Connecticut State University,0,0,1,0,0,1,0,0,0,"12,521"
Connecticut,,"University of Connecticut, Storrs, Avery Point, and Hartford",1,0,0,1,0,0,0,2,0,
Connecticut,,Western Connecticut State University,0,1,3,0,0,3,1,0,0,"6,407"
Connecticut,State Police Agencies,,2,0,0,2,0,,,,,
Connecticut,,Connecticut State Police,2,0,0,2,0,2,1,0,1,
Connecticut,Other Agencies,,0,0,1,0,0,,,,,
Connecticut,,Metropolitan Transportation Authority,0,0,1,0,0,0,0,1,0,
